The Wonderful Wizard of Oz	พ่อมดมหัศจรรย์แห่งออซ
The little girl began to weep, she was so much disappointed; and the eyes winked again and looked upon her anxiously, as if the Great Oz felt that she could help him if she would.	เด็ก หญิง น้อยเริ่มร้องไห้ เธอ ผิดหวังมาก ดวงตานั้น ก็กะพริบ อีก จ้องดูเธออย่างพินิจพิเคราะห์ ราวกับ ว่าออซ ผู้ยิ่ง ใหญ่รู้ สึกว่าเธอ จะ ช่วย เขา ได้ถ้า เธอ จะ ช่วย
"I never killed anything, willingly," she sobbed.	``ฉันไม่เคย ฆ่าอะไร โดย ตั้ง ใจเลย''เธอสะอื้น ``
"Even if I wanted to, how could I kill the Wicked Witch?	และ แม้นฉัน อยาก จะทำ ฉัน จะ ฆ่าแม่มด ชั่วร้าย ได้อย่างไร
If you, who are Great and Terrible, cannot kill her yourself, how do you expect me to do it?"	ถ้าท่าน ผู้ยิ่ง ใหญ่ และร้ายกาจ ไม่สามารถ จะ ฆ่า ได้ เอง ท่าน จะหวัง ให้ฉันทำ ได้อย่างไรกัน''
"I do not know," said the Head; "but that is my answer, and until the Wicked Witch dies you will not see your uncle and aunt again.	``ข้าไม่รู้ ''ศีรษะนั้น พูด `` แต่นั่นคือ คำตอบของข้า และจนกว่าแม่มด ชั่วร้าย จะตาย มิฉะนั้น เจ้า จะ ไม่ ได้ เห็นลุงกับ ป้า อีก
Remember that the Witch is Wicked--tremendously Wicked -and ought to be killed.	จำไว้ว่าแม่มดนั้น ชั่วร้าย ชั่วร้ายมหาศาล และควร ถูก ฆ่า เสียที ทีนี้ ...
Now go, and do not ask to see me again until you have done your task."	ไป ได้ แล้วอย่ามาขอพบข้า อีกจนกว่าเจ้า จะ ได้ปฏิบัติภารกิจ ของเจ้า ''
Sorrowfully Dorothy left the Throne Room and went back where the Lion and the Scarecrow and the Tin Woodman were waiting to hear what Oz had said to her.	โดโรธีจากห้องบัลลังก์มาอย่างเศร้าโศกและ กลับมา ยังสิงโต หุ่น ไล่กา และชายตัด ไม้ดีบุกที่คอย ฟังว่าออซ จะพูดอะไรกับ เธอ
"There is no hope for me," she said sadly, "for Oz will not send me home until I have killed the Wicked Witch of the West; and that I can never do."	``ไม่มีหวังสำหรับ ฉัน แล้ว...''เธอพูดอย่างเศร้าสร้อย ``ออซ จะ ไม่ส่งฉัน กลับบ้านจนกว่าฉัน จะ ฆ่าแม่มด แห่งทิศ ตะวัน ตกที่ ชั่วร้าย ให้ตาย เสียก่อน และฉัน ก็ทำ ไม่ ได้''
Her friends were sorry, but could do nothing to help her; so Dorothy went to her own room and lay down on the bed and cried herself to sleep.	เพื่อนๆของเธอ เสีย ใจ แต่ ก็ ไม่รู้ จะทำอะไร ช่วยเธอ ได้ ดัง นั้น เธอจึง กลับ ไปห้องของเธอ นอนลงบนเตียง แล้วร้องไห้จน หลับ ไป
The next morning the soldier with the green whiskers came to the Scarecrow and said: "Come with me, for Oz has sent for you."	เช้าต่อมา ทหารนกหวีดสี เขียว ก็ เข้ามาหาหุ่น ไล่กา และพูดว่า `` ไปกับ ฉัน ออซ ให้เธอ ไปหา...''
